iter	MAE
460	0.0281106757
461	0.0280982833
462	0.02809721373
463	0.0280706009
464	0.02806600633
465	0.02805637923
466	0.0280230716
467	0.02801229396
468	0.02793895387
469	0.0279206215
470	0.02790831337
471	0.02790300274
472	0.02789216094
473	0.02787789556
474	0.02785755494
475	0.0278496069
476	0.02779858946
477	0.02770766406
478	0.0276920215
479	0.02764418204
480	0.02762450776
481	0.02756908661
482	0.02754752221
483	0.02747891435
484	0.02745051211
485	0.02742911238
486	0.02741738964
487	0.02740657452
488	0.02739722291
489	0.02733114206
490	0.02726757356
491	0.02726651073
492	0.02725305875
493	0.02721361725
494	0.02719674348
495	0.02716772689
496	0.02714787477
497	0.02714330452
498	0.02713275546
499	0.02712263047
500	0.02710885292
501	0.02709984559
502	0.02706230126
503	0.02701272895
504	0.02699879252
505	0.02698947024
506	0.02698376182
507	0.02694596391
508	0.0268941857
509	0.02686807828
510	0.02686446783
511	0.02685805044
512	0.02685274513
513	0.02683947509
514	0.0268345314
515	0.02682567384
516	0.02680853679
517	0.02680231784
518	0.02678580499
519	0.02677245379
520	0.02676124942
521	0.02672794438
522	0.02671295661
523	0.02670398024
524	0.026680125
525	0.02666298846
526	0.02665182611
527	0.02659789702
528	0.02658862647
529	0.02658400661
530	0.02657078851
531	0.02654624738
532	0.02654188053
533	0.02653789524
534	0.0265268977
535	0.02652472237
536	0.02651719393
537	0.02649868697
538	0.02647849433
539	0.02647670712
540	0.02647283448
541	0.02646689262
542	0.02646379933
543	0.0264572996
544	0.02644773407
545	0.02643721354
546	0.02641643182
547	0.02640752449
548	0.02640332166
549	0.02639585535
550	0.02638558833
551	0.02637187567
552	0.02633749615
553	0.02633693012
554	0.02633437753
555	0.02630146113
556	0.02627016969
557	0.02625520136
558	0.02625170419
559	0.0262489373
560	0.02622664594
561	0.02621812497
562	0.02621026096
563	0.02620142395
564	0.02618891347
565	0.02618142053
566	0.02615618923
567	0.02614444745
568	0.02609660117
569	0.0260804352
570	0.02607990791
571	0.02603120785
572	0.02602749345
573	0.02602378772
574	0.0260216905
575	0.0260022546
576	0.02596422763
577	0.02590170855
578	0.02587947702
579	0.02586352103
580	0.02585124132
581	0.02584830637
582	0.02583741459
583	0.02579060402
584	0.02572881069
585	0.02572650859
586	0.02571245992
587	0.02569771359
588	0.02568677876
589	0.02567767168
590	0.02567389344
591	0.02566123085
592	0.02565386299
593	0.02564185415
594	0.02562758808
595	0.02561974889
596	0.02561148756
597	0.02559601168
598	0.0255884091
599	0.02557294647
600	0.02557071597
601	0.02556497194
602	0.02556233693
603	0.02554252848
604	0.02553363172
605	0.02552845245
606	0.02552187026
607	0.02551941339
608	0.02551045944
609	0.02549434886
610	0.02549176205
611	0.02548512619
612	0.02544269482
613	0.02543894706
614	0.02542671804
615	0.02542374519
616	0.0254135117
617	0.02540954516
618	0.02539843545
619	0.02537603286
620	0.02536509075
621	0.02534675942
622	0.02532726727
623	0.02532213584
624	0.02531779904
625	0.02531555763
626	0.0253048749
627	0.02530116374
628	0.02528966397
629	0.0252784915
630	0.02527592917
631	0.02526698393
632	0.02521519435
633	0.02521295117
634	0.0252074228
635	0.02519823733
636	0.02518555417
637	0.02517856582
638	0.02516942132
639	0.02515449589
640	0.02514950793
641	0.02513309443
642	0.02512616923
643	0.02511530525
644	0.02510824387
645	0.02508736369
646	0.02508292927
647	0.02507441493
648	0.02506605024
649	0.02504737891
650	0.02503854272
651	0.02503165447
652	0.02502561268
653	0.02502459747
654	0.02501520126
655	0.02500765394
656	0.02500070641
657	0.02499531402
658	0.02499267007
659	0.02498910782
660	0.02498853895
661	0.02498217778
662	0.02495805251
663	0.02494945659
664	0.02494469853
665	0.02493016762
666	0.0249259974
667	0.02492297001
668	0.0249169691
669	0.02491570375
670	0.02490635089
671	0.02489935308
672	0.02489031566
673	0.02487903689
674	0.02487390328
675	0.02487161545
676	0.02486706178
677	0.02485653682
678	0.02484839517
679	0.02484142195
680	0.02481324332
681	0.02480601194
682	0.02479719307
683	0.02478756314
684	0.02477878058
685	0.024774919
686	0.0247704769
687	0.02476723806
688	0.02475577624
689	0.02474951299
690	0.02474366842
691	0.02472878805
692	0.02472048226
693	0.02471405717
694	0.02470664458
695	0.02470016231
696	0.02469439406
697	0.02468689905
698	0.02468196017
699	0.02467108656
700	0.02465491167
701	0.02464755031
702	0.02463457766
703	0.02461667631
704	0.02460859114
705	0.02459510305
706	0.0245885639
707	0.02458390814
708	0.02457448292
709	0.02456700933
710	0.02456252162
711	0.02455991085
712	0.02455104193
713	0.02454596429
714	0.02452351274
715	0.02451528179
716	0.02449030819
717	0.02448945806
718	0.0244577841
719	0.02444301798
720	0.02443566089
721	0.02443083925
722	0.02442655214
723	0.02440212527
724	0.02439578055
725	0.02438658105
726	0.02438413098
727	0.02436886129
728	0.02436287327
729	0.02435593858
730	0.02434577724
731	0.02434391653
732	0.02433834956
733	0.02433149887
734	0.02431731957
735	0.02430643597
736	0.02430404976
737	0.02430087308
738	0.02428430867
739	0.02427946006
740	0.02427515236
741	0.02426270051
742	0.02426199064
743	0.02425252543
744	0.0242507668
745	0.02424105094
746	0.02423668001
747	0.02422890921
748	0.0242113711
749	0.02420649544
750	0.02420556473
751	0.02420025983
752	0.02419565828
753	0.02419030982
754	0.02418167261
755	0.02417278906
756	0.02416663829
757	0.02415557806
758	0.02415251804
759	0.02414936965
760	0.02414845516
761	0.02413025848
762	0.02411279459
763	0.0241094463
764	0.02410724113
765	0.02410372905
766	0.0240978101
767	0.02409735762
768	0.02409595787
769	0.02409289152
770	0.02409229357
771	0.02408094584
772	0.02407720308
773	0.02405962619
774	0.02405305543
775	0.02405051936
776	0.02404240418
777	0.02404192728
778	0.02403918138
779	0.02403181303
780	0.02402815751
781	0.02402298914
782	0.02401799061
783	0.02401652403
784	0.024002671
785	0.02400036551
786	0.02399056284
787	0.0239857539
788	0.02396484726
789	0.02394438976
790	0.02393929312
791	0.02393799221
792	0.0239332122
793	0.02392667948
794	0.02392469117
795	0.02391971684
796	0.02391415729
797	0.0239096911
798	0.02390943117
799	0.02388593911
800	0.02386982959
801	0.02386762102
802	0.02386276109
803	0.02385915205
804	0.02385063101
805	0.02384696125
806	0.02384643014
807	0.02384556501
808	0.0238411181
809	0.02383686713
810	0.02383103435
811	0.02382260074
812	0.02381801859
813	0.0238037453
814	0.02377274191
815	0.02376603859
816	0.02374975735
817	0.02374054394
818	0.02372928058
819	0.02372331339
820	0.02372158654
821	0.02370417494
822	0.02370066581
823	0.02369355788
824	0.02369272476
825	0.02368917782
826	0.02367812921
827	0.02366609087
828	0.02366216785
829	0.02365787609
830	0.02364322209
831	0.02364072416
832	0.02363386203
833	0.02363239899
834	0.02362832558
835	0.02362247301
836	0.02361341303
837	0.02360522615
838	0.02360188543
839	0.02359502795
840	0.02358826182
841	0.02358270666
842	0.02357959962
843	0.02357483351
844	0.02356962241
845	0.02356543206
846	0.02356331212
847	0.02355950828
848	0.02355772331
849	0.02353898063
850	0.02353568072
851	0.02352483469
852	0.02350562403
853	0.02348280107
854	0.02347871038
855	0.02347420358
856	0.02346837384
857	0.02346255539
858	0.0234534978
859	0.02344914781
860	0.02344366943
861	0.02343122893
862	0.02341650002
863	0.02341287983
864	0.02340956332
865	0.0234046448
866	0.02339920049
867	0.02338429707
868	0.02338057579
869	0.02337996721
870	0.02335634186
871	0.02335235445
872	0.02334644637
873	0.02333835132
874	0.02333284928
875	0.02332638489
876	0.02331968644
877	0.02331411583
878	0.02331184508
879	0.02331163177
880	0.02330611749
881	0.02330155092
882	0.02328259475
883	0.02327415638
884	0.02326852817
885	0.02326207398
886	0.02325705065
887	0.02325461886
888	0.02325032694
889	0.02324782311
890	0.02324474032
891	0.02323881234
892	0.0232360346
893	0.02323135996
894	0.02322437281
895	0.02321586973
896	0.02321300201
897	0.02321027054
898	0.02320754526
899	0.02319656621
900	0.0231781423
901	0.02317737257
902	0.02317600927
903	0.02317450783
904	0.02316992558
905	0.02316662344
906	0.02316595725
907	0.02316011339
908	0.02315630884
909	0.02312709897
910	0.02312083966
911	0.02311683711
912	0.02311217108
913	0.02310711256
914	0.02310126944
915	0.02308503448
916	0.02307923912
917	0.02307708469
918	0.02307378489
919	0.02307106772
920	0.02306251137
921	0.02305670624
922	0.02304683115
923	0.02304590104
924	0.02304337691
925	0.02304041481
926	0.02303619232
927	0.02302953349
928	0.02302693731
929	0.02301410143
930	0.02301021936
931	0.02299518281
932	0.02299420412
933	0.02299083094
934	0.02298647852
935	0.02298553334
936	0.02298182161
937	0.02297930333
938	0.02297480257
939	0.02296055187
940	0.02296010247
941	0.02295896084
942	0.0229468436
943	0.02293608209
944	0.02292996058
945	0.02291689603
946	0.02291647145
947	0.02290979432
948	0.02290931707
949	0.02290864066
950	0.02290798365
951	0.02290294759
952	0.02289961742
953	0.02289417737
954	0.02289280464
955	0.02288782662
956	0.02287574894
957	0.02287072117
958	0.02286917564
959	0.02286624021
960	0.02285939567
961	0.02285705252
962	0.02284564992
963	0.02284114398
964	0.02283224827
965	0.02282896506
966	0.02282669097
967	0.02281966946
968	0.0228117537
969	0.02280334668
970	0.02279843922
971	0.02279257293
972	0.02278984493
973	0.02278888266
974	0.022779463
975	0.02277411028
976	0.02277155476
977	0.02276686904
978	0.02276122925
979	0.02274936342
980	0.02274188766
981	0.02273568969
982	0.02273381135
983	0.02273099729
984	0.02272549839
985	0.02272154887
986	0.0227189899
987	0.02271721027
988	0.02271328058
989	0.02271223915
990	0.022706036
991	0.02268159798
992	0.02267866908
993	0.02267185073
994	0.02266694601
995	0.02266115078
996	0.02264229559
997	0.02263333947
998	0.02262784757
999	0.022622298
1000	0.02258979655
1001	0.02258756924
1002	0.02258323223
1003	0.02257943478
1004	0.02257303104
1005	0.02257153271
1006	0.02256584326
1007	0.02255891798
1008	0.02255748381
1009	0.02255410832
1010	0.02254730788
1011	0.02254491553
1012	0.02254114451
1013	0.02253979159
1014	0.02253904921
1015	0.02253562385
1016	0.02253236078
1017	0.02252585083
1018	0.02251696981
1019	0.02251676547
1020	0.02251410626
1021	0.02250660937
1022	0.02249640244
1023	0.02249301443
1024	0.02248602206
1025	0.0224812282
1026	0.02248026092
1027	0.02247995081
1028	0.02247647747
1029	0.02247544831
1030	0.02247519266
1031	0.02246970682
1032	0.02246878614
1033	0.02246471889
1034	0.022457214
1035	0.02245076573
1036	0.0224501894
1037	0.02244654236
1038	0.02243601164
1039	0.02243553468
1040	0.02243526697
1041	0.02243222469
1042	0.02243016318
1043	0.02242953473
1044	0.0224268445
1045	0.02242092164
1046	0.02240847873
1047	0.02239240753
1048	0.02239182511
1049	0.02238887629
1050	0.02238480441
1051	0.02238410357
1052	0.02237963166
1053	0.02237400614
1054	0.02237172038
1055	0.02236595613
1056	0.02235914663
1057	0.02235791436
1058	0.02235538551
1059	0.02235481813
1060	0.02235160272
1061	0.02234795632
1062	0.02234293573
1063	0.02234220566
1064	0.02233435783
1065	0.02233313717
1066	0.02232847694
1067	0.0223221078
1068	0.02231249215
1069	0.02230997434
1070	0.02230137317
1071	0.02229616209
1072	0.02229397054
1073	0.0222910698
1074	0.02228637664
1075	0.0222824533
1076	0.02228087847
1077	0.02227698382
1078	0.02227669609
1079	0.02227601478
1080	0.02227414513
1081	0.02224567179
1082	0.02224266808
1083	0.02223397533
1084	0.02223156141
1085	0.02222002744
1086	0.02221557885
1087	0.02220715983
1088	0.02220386073
1089	0.02219810402
1090	0.02219425629
1091	0.0221902284
1092	0.02218987493
1093	0.02218679521
1094	0.0221824495
1095	0.02217507417
1096	0.02217099178
1097	0.0221706616
1098	0.02216790399
1099	0.02216652869
1100	0.0221636154
1101	0.02215966696
1102	0.02215673493
1103	0.02215348781
1104	0.02215110096
1105	0.02214687041
1106	0.02214173718
1107	0.02213871578
1108	0.02213321014
1109	0.02212304726
1110	0.02211819599
1111	0.02211722289
1112	0.02211111094
1113	0.02211047047
1114	0.0221088834
1115	0.02210312901
1116	0.02208375053
1117	0.02208214356
1118	0.02208008532
1119	0.02207567253
1120	0.02206206211
1121	0.02205610707
1122	0.02205305552
1123	0.02205007686
1124	0.02204635509
1125	0.0220434842
1126	0.02203640409
1127	0.02203005514
1128	0.02201730541
1129	0.02201091991
1130	0.02200845997
1131	0.02200395586
1132	0.02200085729
1133	0.02199760365
1134	0.02199210766
1135	0.02198487822
1136	0.02198048835
1137	0.02198007618
1138	0.02197924075
1139	0.02197652575
1140	0.02197624347
1141	0.02197298972
1142	0.02196891762
1143	0.02196287904
1144	0.02196170737
1145	0.02195811163
1146	0.02195649037
1147	0.02195626029
1148	0.02195386566
1149	0.02195168754
1150	0.02195107856
1151	0.02194848841
1152	0.02194694665
1153	0.02194569024
1154	0.02193917574
1155	0.02193488387
1156	0.02192718372
1157	0.02192602256
1158	0.02192462554
1159	0.0219216532
1160	0.02191574059
1161	0.02191533232
1162	0.0219126
1163	0.0219087068
1164	0.02190636474
1165	0.02190549754
1166	0.02190473539
1167	0.02190131487
1168	0.02189831543
1169	0.02189668983
1170	0.02189338257
1171	0.02189325373
1172	0.02188970721
1173	0.02188774566
1174	0.02188353252
1175	0.02187922747
1176	0.02187775682
1177	0.02187672313
1178	0.02187608853
1179	0.02187518391
1180	0.02187456008
1181	0.02186750778
1182	0.02185694731
1183	0.02185314206
1184	0.02185045985
1185	0.02184905073
1186	0.02184546378
1187	0.02184112207
1188	0.02183972478
1189	0.02182738309
1190	0.02182247922
1191	0.02181950517
1192	0.02181937531
1193	0.02181030821
1194	0.02180780553
1195	0.02180687076
1196	0.02180367844
1197	0.02180041651
1198	0.02179165402
1199	0.02178750063
1200	0.02178420506
1201	0.02178085958
1202	0.02177752532
1203	0.02177659564
1204	0.02177574974
1205	0.0217719489
1206	0.02177061165
1207	0.02176535014
1208	0.02176397478
1209	0.02175847113
1210	0.02175406612
1211	0.02175066757
1212	0.02174276702
1213	0.02173776763
1214	0.02173107602
1215	0.02172769639
1216	0.02172619423
1217	0.02170714087
1218	0.02170624031
1219	0.0217042792
1220	0.021699882
1221	0.02169107957
1222	0.0216819406
1223	0.0216789155
1224	0.02167288004
1225	0.02167100701
1226	0.02166862667
1227	0.0216660521
1228	0.02166558319
1229	0.02166188458
1230	0.02166103126
1231	0.02165850834
1232	0.02165828051
1233	0.02165654298
1234	0.02165585269
1235	0.02165273871
1236	0.02164302745
1237	0.02163751556
1238	0.02163563128
1239	0.02162967036
1240	0.0216120174
1241	0.0216080216
1242	0.0216048296
1243	0.02160443659
1244	0.02160414177
1245	0.02160137243
1246	0.02159515705
1247	0.02159216698
1248	0.02159134146
1249	0.02158997716
1250	0.02158735272
1251	0.02158219703
1252	0.02157612769
1253	0.02157459922
1254	0.02157087396
1255	0.0215665317
1256	0.02156599297
1257	0.02156466341
1258	0.02156196284
1259	0.02155757472
1260	0.02155382486
1261	0.02155360012
1262	0.02155312753
1263	0.02155149867
1264	0.02154502444
1265	0.02153971793
1266	0.02153766688
1267	0.02153634696
1268	0.02153445778
1269	0.02153407708
1270	0.02152929867
1271	0.02151615161
1272	0.02151382307
1273	0.02151368116
1274	0.02151297951
1275	0.02151164355
1276	0.02150212418
1277	0.02149993483
1278	0.02149920353
1279	0.02149380615
1280	0.0214898638
1281	0.02148720015
1282	0.02148474713
1283	0.02147602352
1284	0.02147226203
1285	0.02146581326
1286	0.02146166821
1287	0.02145820952
1288	0.021457214
1289	0.02145508213
1290	0.02144749049
1291	0.02144032436
1292	0.02142431615
1293	0.02142335937
1294	0.02141923839
1295	0.02141798418
1296	0.02141530812
1297	0.02141173028
1298	0.0214109912
1299	0.0214074141
1300	0.02140631225
1301	0.02139806812
1302	0.02138770742
1303	0.02138475536
1304	0.02137123898
1305	0.02136797111
1306	0.02136702109
1307	0.0213556087
1308	0.02135220065
1309	0.02134857778
1310	0.02134246132
1311	0.02133992534
1312	0.02133684572
1313	0.02132629411
1314	0.02132419664
1315	0.02132115151
1316	0.02131922479
1317	0.02131902313
1318	0.02131457855
1319	0.02131228438
1320	0.02131147
1321	0.02130863238
1322	0.02130310331
1323	0.02128990145
1324	0.02128833773
1325	0.02128798386
1326	0.02128744953
1327	0.02128502831
1328	0.02128186523
1329	0.02127840928
1330	0.02127657361
1331	0.02127465478
1332	0.02127241846
1333	0.02127078194
1334	0.02126911105
1335	0.02126643218
1336	0.02126089846
1337	0.02125790468
1338	0.0212546641
1339	0.02125023732
1340	0.02124927482
1341	0.0212473791
1342	0.0212458556
1343	0.02124313798
1344	0.02124058644
1345	0.02123987499
1346	0.02123875855
1347	0.02123743788
1348	0.02123686832
1349	0.02123467684
1350	0.02123238878
1351	0.02123174945
1352	0.02123071387
1353	0.02122945351
1354	0.02122905756
1355	0.02122401101
1356	0.02122140945
1357	0.02121708978
1358	0.02121424076
1359	0.02121231578
1360	0.02120687482
1361	0.02120471348
1362	0.02120326517
1363	0.0212007375
1364	0.02119734142
1365	0.02119451962
1366	0.0211934558
1367	0.02119258922
1368	0.02119008982
1369	0.02118864599
1370	0.02118390227
1371	0.02117898575
1372	0.02117708744
1373	0.02117590671
1374	0.02117381128
1375	0.02116945823
1376	0.02116700228
1377	0.02116208618
1378	0.02116112992
1379	0.02116061868
1380	0.02115917002
1381	0.02115848497
1382	0.02115729964
1383	0.02115634292
1384	0.0211494494
1385	0.02111654075
1386	0.02111462371
1387	0.02111263281
1388	0.02111175936
1389	0.02111120728
1390	0.02110838721
1391	0.02110488186
1392	0.02110138474
1393	0.02109876544
1394	0.02109551159
1395	0.02109316118
1396	0.02109255546
1397	0.02109222714
1398	0.02108349873
1399	0.0210793933
1400	0.02106894796
1401	0.02106842153
1402	0.02106679375
1403	0.02106559051
1404	0.02106497503
1405	0.02106320303
1406	0.02105950331
1407	0.02105836693
1408	0.02105716495
1409	0.02105540969
1410	0.02105475889
1411	0.02104451087
1412	0.02103921787
1413	0.02103279887
1414	0.02103202924
1415	0.02103005222
1416	0.02102892818
1417	0.02102430652
1418	0.02101592264
1419	0.02101155122
1420	0.02101033088
1421	0.02100762457
1422	0.02100691679
1423	0.02100522823
1424	0.02100320071
1425	0.02100241296
1426	0.0210008117
1427	0.02099906245
1428	0.02099648807
1429	0.02099181539
1430	0.02098406587
1431	0.02098346081
1432	0.02097751451
1433	0.02097120401
1434	0.02096931629
1435	0.02096824709
1436	0.0209564592
1437	0.02095608479
1438	0.02095106059
1439	0.02094976052
1440	0.02094777888
1441	0.02094604808
1442	0.02093998464
1443	0.02093728262
1444	0.02093456963
1445	0.02093365119
1446	0.02092809843
1447	0.02092758488
1448	0.0209187168
1449	0.02091837942
1450	0.0209169769
1451	0.0209151258
1452	0.02091416041
1453	0.02091312807
1454	0.02091234565
1455	0.02091076502
1456	0.02090729115
1457	0.02090512754
1458	0.0209036899
1459	0.02090168818
1460	0.0209005802
1461	0.02089998957
1462	0.02089382048
1463	0.02089285356
1464	0.02089072368
1465	0.02088849545
1466	0.02088362249
1467	0.0208828211
1468	0.02088032914
1469	0.02087884847
1470	0.02087447188
1471	0.02087341993
1472	0.02087082638
1473	0.02086716435
1474	0.02086613675
1475	0.02086467874
1476	0.02086335897
1477	0.02086203897
1478	0.02086109685
1479	0.02085486134
1480	0.02085251265
1481	0.02085095843
1482	0.02084752201
1483	0.02084503018
1484	0.02084329634
1485	0.02083519923
1486	0.02082369334
1487	0.02082238662
1488	0.02082089117
1489	0.02082064661
1490	0.02081985718
1491	0.02081834293
1492	0.02081694488
1493	0.02080778674
1494	0.02080551799
1495	0.02080107126
1496	0.02079550569
1497	0.02079130436
1498	0.02079025079
1499	0.02078949129
1500	0.02077779556
