Model Name,MAE,RMSE,WAPE (%),R2 Score
Boosting,2.7025154148362764,6.866412877427493,3.227209897067623,0.995815931721682
Boosting_custom_with_window,2.762241003865167,6.494941570482519,3.298531233835615,0.9962564000578154
RandomForest_mae_with_window,3.561689682558119,7.47996195746826,4.253193203166817,0.9950347889507618
RandomForest_custom_with_window,3.561689682558119,7.47996195746826,4.253193203166817,0.9950347889507618
LSTM_custom_with_window,3.780207918009181,9.221177294475902,4.514136844141439,0.9924540889853092
LSTM_custom,3.785337924835788,9.51230580441299,4.5202628439089025,0.9919700925027547
Linear,3.873056217675619,9.219237264413461,4.625011679476128,0.9924572637977609
RandomForest,3.9084254547993034,7.758434168614918,4.667247868572648,0.9946582065175299
MLP,3.9147244321009156,8.255568290443104,4.674769794914888,0.9939517061392327
LSTM_mae,4.01317516436572,8.102382631615082,4.7923347774472,0.9941740811307977
LSTM_mae_with_window,4.382045410342802,8.878252969805565,5.232821333792384,0.9930048993848954
Polynomial (d=2),7.145605685708934,20.657140443300054,8.532927976234909,0.9621313921677941
