Model Name,MAE,RMSE,WAPE (%),R2 Score
Boosting,5.180438099910198,9.924006526708682,4.569099177969896,0.9913556544966629
Boosting_custom_with_window,5.428893055910195,9.686769422450336,4.788234184185261,0.9917640071920958
LSTM_custom_with_window,5.893013087959047,11.02932077135573,5.1975838214197125,0.9893228444512803
LSTM_custom,5.966124916805584,11.432116126189728,5.2620677879569016,0.9885287356248452
LSTM_mae,6.029180227776509,11.48287129871122,5.317681997405496,0.9884266515573781
MLP,6.376818362711069,11.646096007795112,5.624295663262835,0.9880952914824367
RandomForest,6.89080070821852,12.154560056549945,6.077623406410628,0.9870330892394896
RandomForest_mae_with_window,7.4112229147822895,12.301265699497238,6.536631048302734,0.9867181787080731
RandomForest_custom_with_window,7.4112229147822895,12.301265699497238,6.536631048302734,0.9867181787080731
LSTM_mae_with_window,7.43334180031826,12.207396205724946,6.556139703704245,0.9869201092965303
Linear,8.788794769346666,14.306169470625294,7.751636865743862,0.982035928908993
Polynomial (d=2),10.71645706846954,14.690209362104127,9.451817440525472,0.9810585158489605
