Model Name,MAE,RMSE,WAPE (%),R2 Score
LSTM_custom,4.4518013883143635,7.965808092350101,4.162590565718233,0.9872230550779814
LSTM_custom_with_window,4.950883418299658,8.215951515748433,4.629249782589295,0.9864080089695914
LSTM_mae_with_window,4.992622826225538,7.723514158644932,4.66827759414149,0.9879885002145101
LSTM_mae,5.046995816098866,8.072615397991637,4.719118248279995,0.986878125862945
MLP,5.293714054829694,8.99341087261259,4.9498084618253095,0.9837139331220437
Boosting,5.733573792740491,8.819473211835556,5.3610927567790085,0.9843378047143847
RandomForest,5.850545476899656,9.27831974223293,5.4704653874213385,0.9826657117815336
RandomForest_custom_with_window,5.8995606385249415,9.313365103522553,5.51629628407682,0.982534516977766
Boosting_custom_with_window,5.981032259253034,9.85005398093577,5.592475109283787,0.9804635988202408
RandomForest_mae_with_window,6.342455404868215,9.467580976272323,5.930418437150803,0.981951321851905
Linear,7.694418906209652,19.74025854679455,7.19455176768335,0.9215355351923551
Polynomial (d=2),7.949263824737748,19.786006542754908,7.432840712102758,0.9211714314046112
