Model Name,MAE,RMSE,WAPE (%),R2 Score
RandomForest_custom_with_window,4.517663121127395,9.444049419574714,4.099607664611456,0.982682597642828
Boosting,4.752042976824128,9.816226044176924,4.312298479991481,0.9812907944369277
Boosting_custom_with_window,4.772831164399358,9.595289530008296,4.331162970510538,0.9821235033013507
RandomForest_mae_with_window,4.814857461318328,9.617077821754988,4.369300238461859,0.9820422258064676
RandomForest,4.894162212714002,10.12335997016346,4.4412662877100555,0.9801017169023317
LSTM_custom_with_window,5.279884550102736,10.215441802369883,4.791294655999739,0.9797380819997282
LSTM_mae_with_window,5.314645252629242,10.087761327202884,4.822838673046627,0.9802414148728182
Polynomial (d=2),5.362151071342651,10.271260149098358,4.865948398869329,0.9795160501567554
MLP,5.515006473747105,10.260607560601105,5.00465886985243,0.9795585169877412
LSTM_mae,5.561450603180209,10.605801502554414,5.046805152984902,0.9781599697883367
LSTM_custom,5.603676567586073,10.89369799414689,5.085123611595577,0.9769581731974101
Linear,5.692765026629821,10.583286297344479,5.165968003869126,0.9782526003752263
